Ticker,Industry,Website,Dividend Yield %,ROE %,Profit Margin %,Debt/Equity %,Revenue Growth %,Summary
LHC,Medical Care Facilities,https://www.lifehealthcare.co.za,4.97,14.29,26.69,40.31,2.3,"Life Healthcare Group Holdings Limited, an investment holding company, operates as a private healthcare company in Southern Africa. It operates through Southern Africa  Hospitals Services, Southern Africa - Complementary Services, Southern Africa - Healthcare Services, and International segments. The company operates acute hospitals; and Life Nkanyisa care centres that provide long-term chronic mental healthcare, frail care rehabilitation, step-down care, correctional services, primary healthcare, and substance abuse recovery programme services to patients in the public sector. It also offers mental health, acute rehabilitation, renal dialysis, oncology, and diagnostics services; and training for pharmacists, pharmacists' assistants, and nurses. In addition, the company provides nursing and pharmacy services; and health and well-being, occupational health, emergency medical, and complementary and advisory services. Further, it retains the right to manufacture, commercialise, and distribute Life Molecular Imaging (LMI) products, such as early-stage novel radiotherapeutic and radio diagnostic products in Africa. The company was formerly known as Afrox Healthcare Limited and changed its name to Life Healthcare Group Holdings Limited in January 2005. Life Healthcare Group Holdings Limited was founded in 1983 and is headquartered in Johannesburg, South Africa."
TFG,Department Stores,https://www.tfglimited.co.za,5.56,5.21,2.11,100.69,2.7,"The Foschini Group Limited, together with its subsidiaries, operates retail stores in South Africa and internationally. The company operates through TFG Africa, TFG London, and TFG Australia segments. It provides clothing, leisurewear, accessories, lingerie, footwear, cosmetics, fine jewellery, furniture, Homeware and furniture, sporting apparel, and kidswear. The company offers its products under the Home, American Swiss, Homelivingspace, Archive, BeautyBox, Bash, The Bed Store, Connor, Coricraft, Dial-a-Bed, Exact, Fabiani, The FIX, Foschini, Galaxy & Co., Granny Goose, G-Star RAW, Hi, JD, Hobbs, Jet, Jet Home, Johnny Bigg, Markham, Phase Eight, White Stuff, Relay Jeans, RFO, Rockwear, Sneaker Factory, Sportscene, Inside Story, Sterns, Tarocash, Totalsports, Volpes, Whistles, and Yd brand names. It serves its products online. The company was formerly known as Foschini Limited and changed its name to The Foschini Group Limited in September 2010. The Foschini Group Limited was founded in 1924 and is headquartered in Cape Town, South Africa."
EQU,REIT - Industrial,https://www.equites.co.za,7.95,11.26,51.73,53.58,-29.3,"Equites Property Fund Limited (Equites) is a South African REIT. It has a clear focus on being a market leader in the logistics property market by developing and acquiring A-grade, modern logistics facilities in prime locations in South Africa and the United Kingdom. Equites listed on the Johannesburg Stock Exchange (JSE) on 18 June 2014 with a portfolio value of R1 billion and has since grown to a portfolio value to R19.3 billion 28 February 2021. The group continues to grow its portfolio through a significant development pipeline and high-quality acquisitions. Equites is the only listed property entity on the JSE to provide shareholders with pure exposure to prime logistics assets. Equites Property Fund Limited was established on May 20, 2013, and incorporated in South Africa."
TRU,Apparel Retail,https://www.truworths.co.za,11.17,25.33,12.47,64.76,-0.4,"Truworths International Limited, an investment holding and management company, engages in the retail of fashion apparel and accessories. It operates through Truworths Africa and Office UK segments. The company offers accessories, bags, bottoms, jackets and coats, jewellery and watches, shoes, sleepwear, tops, and Gifts for women, men and kids. It also provides purses, denim, dresses, lingerie, maternity, formals, and co-ord sets for women; wallets, suiting, and underwears for men; kids multipacks for kids. In addition, the company offers fragrances for men and women, and kids; skincare, such as cleansing, moisturisers, bath and body, gifting, special treatments, mens grooming, and suncare; and makups for eyes, gifting, lips, face, and nails. Further, it provides homeware, including blankets and throws; duvet covers and inners; sheeting; pillowcases; pillows for bedroom; bathmats; bathroom accessories; home fragrances; towels; and bathroom fragrance for bathroom; and curtains, decor, rugs, scatter cushions, dining, the flower shop, and kitchen accessories for living; and soft toys for kids. Additionally, the company offers its products under various ranges of brands through a network of stores, concession outlets, wholesale partnerships, and an ecommerce channel. Truworths International Limited was founded in 1917 and is based in Cape Town, South Africa."
FTB,REIT - Retail,https://www.fairvest.co.za,7.28,15.86,61.77,38.42,18.1,"Fairvest Limited (Fairvest) is a diversified South African Real Estate Investment Trust (REIT) focused on creating long-term shareholder value. Fairvest holds a portfolio of 130 retail, office and industrial properties valued at R13.4 billion (held directly and through subsidiaries). The average value per property held as of 30 September 2025 was R103.3 million. As of 30 September 2025, Fairvest held a 23.6% interest (2024: 5.0%) in Dipula Properties Limited (Dipula). As of 30 September 2025, Fairvest held a 79.9% interest (2024: 0%) in Onepath Investments (RF) Proprietary Limited (Onepath). Onepath owns fibre infrastructure in townships which is rented to a fibre network operator to provide high quality internet access to township homes and communities. Fairvest Limited was incorporated in 1998 in South Africa."
CML,Asset Management,https://www.coronation.com,10.71,68.76,38.72,18.73,7.6,"Coronation Fund Managers Limited is a publicly owned investment manager. The firm provides its services to pension and provident funds, medical schemes, unit trusts, banks, insurers and other fund managers, international retirement funds, endowments and family offices. It launches and manages equity, fixed income, and balanced mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental analysis with bottom-up stock picking approach. Coronation Fund Managers Limited was founded in 1993 and is based in Cape Town, South Africa with additional office in London, United Kingdom and Dublin, Ireland."
TGA,Thermal Coal,https://www.thungela.com,9.1,-28.6,-19.85,0.44,2.4,"Thungela Resources Limited engages in the mining and production of thermal coal in South Africa and Australia. It owns interests in and produces its thermal coal from mining operations, consisting of underground and open cast mines in the Mpumalanga province of South Africa, including Greenside colliery, Khwezela colliery, Zibulo colliery, Mafube colliery, and Annea colliery. The company also holds 100% of the Ensham Mine located in Queensland, Australia. It also exports its products to Southeast Asian, the Middle East, and African markets. Thungela Resources Limited was founded in 1945 and is based in Johannesburg, South Africa."
PIK,Department Stores,https://www.pnp.co.za,,-1.78,-0.59,175.0,-2.4,"Pick n Pay Stores Limited, an investment holding company, engages in the retail of food, health and beauty products, general merchandise, clothing, liquor, and additional value-added-services in South Africa and Rest of Africa. It owns and franchises hypermarkets, supermarkets, clothing stores, liquor stores, superstores, build stores, and express stores. The company also offers its products online. The company was founded in 1967 and is based in Cape Town, South Africa."
MSP,Real Estate - Diversified,https://www.masrei.com,,5.16,59.3,35.23,0.2,"MAS P.L.C. is a property investor and operator listed on the main board of the Johannesburg Stock Exchange and with a secondary listing on A2X Limited. The group is internally managed, combining investment, acquisition, leasing, asset and property management, marketing, and finance skills. Capital previously invested in WE will be reinvested directly in income property in CEE and indirectly, on a downside protected basis, in developments via further preference shares in the DJV with co-investor, developer and general contractor Prime Kapital. MAS P.L.C. was founded in 2008 in Malta."
SDO,Education & Training Services,https://stadio.co.za,1.13,16.37,17.79,11.73,12.5,"Stadio Holdings Limited, through its subsidiaries, provides higher education programs in South Africa and Namibia. The company offers undergraduate programs, including higher certificates, diplomas, and degrees; and post-graduate programs, such as honors and master's degrees, and doctorates through contact and distance learning modules. It also provides programs across its schools of accounting, business, commerce, financial planning and insurance, and banking and investment; administration and management; education; film; architecture and spatial design; media and design; fashion; information technology; law; policing and law enforcement; arts and humanities; live performance and creative writing; and engineering. In addition, the company operates the STADIO Higher Education, Milpark Education, and AFDA higher education institutions. Stadio Holdings Limited was incorporated in 2016 and is based in Cape Town, South Africa."
JSE,Financial Data & Stock Exchanges,https://www.jse.co.za,6.26,25.64,31.8,3.65,14.1,"JSE Limited operates as a stock exchange in South Africa. It offers international securities identification number (ISIN) and national numbering agency (NNA) related services, regulatory compliance services in post-trade activities, capital market, and colocation and connectivity services; and operates training academy. The company was founded in 1887 and is based in Johannesburg, South Africa."
ATT,REIT - Diversified,https://www.attacq.co.za,6.0,10.5,46.06,41.74,9.6,"Attacq Limited is a South African Real Estate Investment Trust (REIT), listed on the JSE Limited (JSE) and A2X Markets. Attacq's purpose is to be a trusted, innovative and client-focused real estate precinct developer and owner, creating vibrant, people-first places that function effectively and unlock long-term sustainable growth, turning space into strategic advantage. Attacq's vision for the future, Horizon 2030, is centred around being a purpose-driven business, with 2026 focusing on the theme TRANSFORM as part of its broader mission to THRIVE, TRANSFORM, and TRANSCEND. Attacq's focus is on business drivers (1) Waterfall City, comprising its completed real estate portfolio, developments under construction and leasehold land; (2) Rest of South Africa, comprising the remainder of its South African completed real estate portfolio. Attacq' clear vision is supported by the strategic enablers of (1) Long-term growth through a sound capital structure; (2) A people-centric approach; (3) Operational excellence through an integrated digital business; (4) Client-focus and (5) Positive community and environmental impacts. Attacq Limited was established on January 01, 1997 and incoporated in South Africa."
HCI,Conglomerates,https://www.hci.co.za,1.21,8.9,10.5,33.64,2.5,"Hosken Consolidated Investments Limited, an investment holding company, operates media and broadcasting, gaming, transport, properties, coal mining, and branded products and manufacturing businesses in South Africa, Other African countries, the Middle East, Europe, and the United Kingdom. The company owns and operates hotel and leisure, such as casinos, hotels, galaxy, bingo sites, gaming machines, and vslots. It also involved in the operation of conference and exhibition, industrial, inner-city housing, mixed-use precincts, office, student accommodation, and retail properties. In addition, the company engages in textile and non-woven textile manufacturing, toy distribution, and property investment activities. Further, the company involved coal mining; oil and gas prospecting; and exploration and development of palladium. Hosken Consolidated Investments Limited was incorporated in 1973 and is based in Cape Town, South Africa."
WBC,Auto & Truck Dealerships,https://www.webuycars.co.za,2.21,30.12,3.34,69.32,8.0,"We Buy Cars Holdings Limited engages in buying, distributing, and retailing pre-owned motor vehicles in South Africa. It is involved in the sales of car finance, insurance, and other ancillary products, such as tracking devices, value added insurance products, and comprehensive motor insurance. The company also engages in the operation of car supermarket; and owns and rents warehouses. It sells its products through physical supermarkets and its digital platforms. The company was formerly known as WBC Holdings Proprietary Limited and changed its name to We Buy Cars Holdings Limited in March 2024. We Buy Cars Holdings Limited is based in Centurion, South Africa."
PPC,Building Materials,https://www.ppc.africa,3.8,14.6,8.09,11.86,1.4,"PPC Ltd, together with its subsidiaries, engages in the production and sale of cement, aggregates, ready mix concrete, and fly ash in South Africa, Botswana, and Zimbabwe. It also provides premixes, sand and crushed stones, road layer materials, and special aggregate-related products. The company was formerly known as Pretoria Portland Cement Company Ltd. and changed its name to PPC Ltd in October 2012. PPC Ltd was incorporated in 1892 and is based in Johannesburg, South Africa."
AEL,Information Technology Services,https://www.altron.com,5.14,18.64,7.48,36.55,1.3,"Altron Limited, together with its subsidiaries, engages in technology business in South Africa and rest of Africa. The company operates in three segments: Platforms, IT Services, and Distribution. Its platforms include Netstar offers vehicle tracking and recovery systems, fleet management services, and usage-based telematics; Altron FinTech offers debit order processing, payment and switching, card personalization and issuance, credit management software, and debit and credit card payment solutions, as well as person-to-person payments and value-added services to the consumer market; and Altron HealthTech offers practice management solutions in the healthcare industry and medical transaction switching. The company also provides networking, hardware, DevOps and modernization, data management, IT infrastructure solutions, security, IT as a service, cloud, artificial intelligence, data storage, data center infrastructure, and other solutions. In addition, it design, develop, and implement managed identity profile and cryptographic solutions for their clients across devices, platforms, and locations; distributes industrial electronic components, such as batteries and solar, lighting and optics, software and compilers, and semiconductors and aerospace products; and provides hardware and consumables to manage outsource print services, such as installation and training, paper and toner supplies, maintenance and services of equipment, and service contracts, as well as provides technology services, software, and supplies for production and office environments. The company was formerly known as Allied Electronics Corporation Limited and changed its name to Altron Limited in August 2021. Altron Limited was incorporated in 1947 and is headquartered in Johannesburg, South Africa."
SUI,Resorts & Casinos,https://www.suninternational.com,9.66,49.8,11.89,176.12,6.4,"Sun International Limited owns and operates casino, hotel, and resort properties in South Africa. It offers management services for businesses in the hotel, resort, casino, and gambling industry. The company is also involved in the gaming route operation and related activities; and online sports betting and gaming business. Sun International Limited was founded in 1966 and is headquartered in Sandton, South Africa."
AFE,Specialty Chemicals,https://www.aeciworld.com,2.41,3.37,1.23,36.65,-3.9,"AECI Ltd, together with its subsidiaries, provides products and services for mining, water treatment, plant and animal health, food and beverage, manufacturing, and general industrial sectors. The company operates through four segments: AECI Mining, AECI Chemicals, AECI Managed Businesses, and AECI Property Services and Corporate. The AECI Mining segment provides mine-to-mineral solutions for the mining sector, which includes commercial explosives, initiating systems, and blasting services, as well as surfactants for explosives manufacture. The AECI Chemicals segment supplies industrial and speciality chemical products; water treatment chemicals; and technology, equipment, and plant and crop protection products, as well as plant nutrients. The AECI Managed Businesses segment supplies products and services to customers in agriculture, industrial, manufacturing, road infrastructure, food and beverage, public water, and animal feed and products, as well as the textile sector. The AECI Property Services and Corporate segment offers property leasing and management services in the office, industrial, and retail sectors. It operates in South Africa, rest of the African continent, Europe, Asia, North America, South America, and Australia. AECI Ltd was founded in 1894 and is based in Sandton, South Africa."
SAC,REIT - Diversified,https://www.sacorporatefund.co.za,7.96,6.93,25.83,71.91,3.0,"SA Corporate Real Estate Limited (SA Corporate) is a JSE-listed Real Estate Investment Trust (REIT) and, together with its subsidiaries (SA Corporate Group), owns a diversified portfolio of quality industrial, retail and residential buildings, primarily located in the major metropolitan areas of South Africa, with a secondary node in Zambia. As of May 2026, the property portfolio consisted of 241 properties, with 1.6 million of gross lettable area (GLA m²), valued asset under management valued at R20.4 billion and exposure to direct and listed property valued at R18 billion excluding exposure to direct and listed property valued at R1.7 billion in Zambia). SA Corporate Real Estate Limited was incorporated in 1995 in South Africa."
RLO,Electrical Equipment & Parts,https://reunert.com,6.64,12.09,6.35,15.14,1.5,"Reunert Limited operates in the fields of electrical engineering, information communication technologies (ICT), and applied electronics in South Africa, rest of Africa, the United States, Australia, Asia, and Europe. Its Electrical Engineering segment designs, manufactures, installs, and maintains power cables; manufactures and supplies low-voltage distribution, protection, and control equipment, as well as supplies high and medium-voltage switchgears. This segment is also involved in the wheeling business. The company's ICT segment offers office equipment, communication equipment, automation products, and related devices; cloud-based virtual private branch exchange (VBX) offerings, hosted call recording, and business internet access products; converged networking, communications, and security solutions; and wireless, fibre, satellite, and LTE connectivity solutions, as well as consulting services, digital solutions, managed services, and cloud services. Its Applied Electronics segment provides search and tracking radar systems; radar sensor systems; ground and naval search and tracking radar systems; communication systems; cryptographic products and solutions; electronic components and printed circuit boards; remote controlled stabilized weapons platforms; and energy engineering and storage solutions. This segment also offers military and commercial products, including technology solutions; and electronic manufacturing services. It serves municipalities, parastatals, utilities, the mining and building industries, corporate and retail customers, small to medium-sized enterprises (SMEs), government, and state-owned entities, and defense forces. Reunert Limited was founded in 1888 and is headquartered in Sandton, South Africa."
SPP,Food Distribution,https://www.spar.co.za,,5.76,-0.32,311.6,3.6,"The SPAR Group Ltd engages in the wholesale and distribution of goods and services to grocery stores and other group retail outlets in South Africa and internationally. The company offers fresh produce, in-store bakery, butchery, deli, ready-to-eat meals, home-meal replacements, groceries, general merchandise, baked foods, liquor products, building and hardware products, coffee, dispensary and health-related products, confectionery, health and beauty, frozen foods, catering products, wines, and non-food items. The SPAR Group Ltd operates stores under the SUPERSPAR, SPAR, KWIKSPAR, SPAR EXPRESS, PHARMACY at SPAR, TOPS at SPAR, and SAVEMOR brands. The company was founded in 1932 and is headquartered in Pinetown, South Africa."
OCE,Packaged Foods,https://www.oceana.co.za,4.43,9.23,7.35,29.21,-6.0,"Oceana Group Limited operates as a fishing and food processing company in South Africa, Namibia, rest of Africa, North America, Europe, the Far East, and internationally. It engages in catching, processing, and procuring various marine species, including pilchard, anchovy, redeye herring, Gulf menhaden, lobster, squid, horse mackerel, and hake, as well as processing of meat, chicken, and vegetable products. The company also markets and sells canned fish, fishmeal, and fish oil products, as well as frozen and fresh products. Oceana Group Limited was incorporated in 1918 and is headquartered in Cape Town, South Africa."
BAT,Asset Management,https://www.brait.com,,10.82,73.66,21.45,276.6,"Brait PLC, together with its subsidiaries, engages in the investment business in Mauritius and internationally. It invests in privately owned businesses. The company was founded in 2011 and is based in Moka, Mauritius."
SSS,REIT - Industrial,https://www.stor-age.co.za/cape-town,7.17,12.56,77.09,45.81,2.2,"Stor-Age Property REIT Limited is the largest self storage property fund and most recognizable brand in SA. The portfolio consists of 108 properties across SA (63) and the UK (45) as at June 2025, providing storage to more than 55 000 customers. The combined value of the portfolio, including properties managed in our JV partnerships, was R18.5 billion (SA  R6.6 billion, UK  500 million pounds) at 31 March 2025. The maximum lettable area, including the development pipeline and ongoing projects, exceeds 700 000m. The group employs more than 500 staff across SA and the UK. Stor-Age has been listed on the Johannesburg Stock Exchange since November 2015."
SAP,Paper & Paper Products,https://www.sappi.com,,-38.96,-15.44,123.51,1.0,"Sappi Limited, together with its subsidiaries, provides woodfiber-based renewable resources in Europe, North America, and South Africa. The company offers speciality paper; flexible packaging paper, paperboard, containerboard, release liner, label paper, functional papers, uncoated woodfree paper, coated and uncoated woodfree paper, coated mechanical paper, thinprint, inkjet paper, and label paper. It also offers dissolving pulp, graphic, packaging and speciality, casting, and release papers; forestry, and bio-energy materials. In addition, the company provides biomaterials, such as valida, lignin, and furfural, as well as engages in insurance business. Sappi Limited company was founded in 1936 and is based in Johannesburg, South Africa."
BTN,REIT - Diversified,https://www.burstone.com,9.75,8.43,39.51,73.19,1.4,"Burstone Group Limited is a fully integrated international real estate business with c. R40 billion gross asset value under management. Burstone listed on the Johannesburg Stock Exchange (South Africa) in 2011 and currently operates in South Africa, select European markets and Australia. The Group has a strong management track record of more than 30 years' operating in both local and international markets. The Group is globally diversified and has the capability to invest across all aspects of the real estate life cycle, partnering with specific capital partners for specific opportunities. The Group operates a hybrid model of traditional real estate investment, stapled with expertise across fund management, investment management, asset management and development management. This approach supports the Group's strategy of delivering enhanced returns on capital deployed and maximizing operational leverage from its scalable platform. Burstone strives to deliver purposeful and authentic client experiences with agility, speed and passion. The Group can identify potential that lies within something and then transform it into something of real value. Across all regions in which the Group operates, the manager has a presence on the ground with in-country expertise and adopts a hands-on approach to managing its properties. Burstone Group Limited is incorporated in 1974 in South Africa."
RBX,Engineering & Construction,https://www.raubex.com,5.83,15.52,4.99,36.34,10.7,"Raubex Group Limited engages in the infrastructure development and construction materials business in South Africa, Australia, rest of Africa, and internationally. The company operates through four segments: Materials Handling and Mining, Construction Materials, Roads and Earthworks, and Infrastructure. The Materials Handling and Mining segment is involved in the contract mining; contract crushing; materials handling and processing services for the mining industry. The Construction Materials segment produces and supplies aggregates from commercial quarries, asphalt, and value-added bituminous products. The Roads and Earthworks segment is involved in the road construction and earthworks, and road surfacing and rehabilitation activities, including laying of asphalt, chip and spray, surface dressing, enrichments, and slurry seals. The Infrastructure segment undertakes infrastructure projects, which includes renewable energy, telecommunications, facilities management, housing infrastructure, and commercial building refurbishment and construction projects. Raubex Group Limited was founded in 1974 and is headquartered in Bloemfontein, South Africa."
ARL,Farm Products,https://www.astralfoods.com,10.79,29.68,6.67,4.29,11.4,"Astral Foods Limited operates as an integrated poultry producer in South Africa and internationally. The company operates through Poultry and Feed segments. It also engages in the marketing, sale, and distribution of fresh and frozen poultry products; broiler genetics and integrated breeder; engaged in the abattoir and further processing operations; and sale of day-old chicks and hatching eggs. The company also produces and sells feed products for farmed animal species; and provides laboratory analytical services to the animal feed industry. It offers its products under the Goldi, County Fair, Festive, Meadow Feeds, National Chicks, Ross, CAL, Tiger Chicks, Tiger Animal Feeds, Mountain Valley, and Earlybird brands. The company was founded in 2001 and is based in Gauteng, South Africa."
WBO,Engineering & Construction,https://www.wbho.co.za,4.59,21.08,4.27,10.8,,"Wilson Bayly Holmes-Ovcon Limited engages in civil engineering and building construction activities in South Africa, the United States, Canada, the United Kingdom, Europe, and internationally. It undertakes construction of buildings, including retail, commercial offices, residential, healthcare, hotels and entertainment, warehousing and industrial, and data centres; civil engineering and infrastructure for industrial building, heavy industrial plants, reservoirs, water and effluent treatment plants, silos and towers, rails, mining, marine works, oil and gas, renewable energy, and nuclear work sectors; and roads and earthworks, such as road and bridges, bulk earthworks, water infrastructure and dams, energy, and rail and pipeline infrastructure projects. The company also undertakes construction of airports, toll roads, renewable energy, and serviced accommodation; and manufactures, supplies, and installs long-steel products. Wilson Bayly Holmes-Ovcon Limited was founded in 1970 and is headquartered in Johannesburg, South Africa."
BLU,Telecom Services,https://www.bluelabeltelecoms.co.za,6.72,-97.35,-35.13,236.0,-45.0,"Blu Label Unlimited Group Limited provides prepaid products and distributes virtual electronic merchandise in South Africa and internationally. It operates through Africa Distribution, International, and Solutions segments. The company provides voucher or PIN-based airtime, and PIN-less or direct top-up airtime; UniPIN, a PIN-based prepaid electricity voucher; and other various electronic vouchers for mobile services and water, as well as distributes prepaid SIM cards, and mobile devices and accessories. It also provides Cellfind messaging portals, financial services, and location-based services; hardware offerings include POS terminals, vending machines, and bulk vouchers; media advertising solutions comprising voucher and billboard advertising solutions; and outbound telemarketing, inbound customer care, technical support, and data and analytics services. In addition, the company offers ticketing solutions for sports, lifestyle events, concerts, travel, parks, and rides; access control and customer relationship management; mobile retail solutions; online bill payment; and mobile products, services, and content. It serves mobile networks, utilities, banks, retailers, petroleum companies, and point-of-sale device industries. The company was formerly known as Blue Label Telecoms Limited and change its name to Blu Label Unlimited Group Limited in September 2025. Blu Label Unlimited Group Limited was founded in 2001 and is headquartered in Johannesburg, South Africa."
KAP,Conglomerates,https://kap.co.za,,-0.13,-0.4,70.14,3.3,"KAP Limited engages in industrial, chemical, and logistics businesses in South Africa, rest of Africa, the Americas, Europe, the Middle East, and Australasia. It operates through six segments: PG Bison, Safripol, Unitrans, Feltex, Sleep Group, and Optix. The company manufactures and sells polyethylene terephthalate, high-density polyethylene, and polypropylene products. In addition, it offers foam, sprung, fabric, and industrial foams and mattresses, as well as provides technology-enabled driver behaviour management solutions. The company also operates timber plantations, a sawmill, a pole plant, and production facilities for wood-based decorative panel products. In addition, it provides automotive components for new vehicle assembly and aftermarket accessories. It serves consumer, agriculture, petrochemical, mining, and passenger transport sectors. KAP Limited was formerly known as KAP Industrial Holdings Limited and changed its name to KAP Limited in April 2023. KAP Limited is headquartered in Stellenbosch, South Africa."
SEA,REIT - Diversified,https://www.spearprop.co.za,6.98,17.18,93.83,37.85,19.9,"Spear REIT Limited listed as a Real Estate Investment Trust on the main board of the Johannesburg Stock Exchange. It is the only regionally focused REIT listed on the JSE that invests in high-quality income generating assets in the Western Cape. Spear obtains its diversification through asset type rather than geographical investment. The company conducts its business directly and through a few subsidiaries, collectively referred to as. The group's property and asset management functions are internally and directly managed by the Spear executive management team. Spear Reit Limited was incorporated in South Africa."
SPG,Integrated Freight & Logistics,https://supergroup.co.za,3.03,9.48,0.84,80.19,11.1,"Super Group Limited engages in the supply chain management, mobility, dealership, and fleet management activities in South Africa, sub-Saharan Africa, Europe, and the United Kingdom. It operates through seven segments: Supply Chain Africa, Supply Chain Europe, Fleet Africa, SG Fleet, Dealerships SA, Dealerships UK, and Services. The company provides supply chain services comprising primary and secondary distribution, multi-temperature-controlled product distribution, integrated distribution to the national convenience market, bonded cross-border transport, warehousing, supply chain optimisation and consulting, brand management, sales and merchandising, courier services, and procurement. It also offers fleet management solutions for specific transport and vehicle management needs of various customers; and various value-added services, such as driver, fuel, and tyre management; accident and insurance administration; fleet optimization and route planning; vehicle tracking and recovery; call center; and repair services. In addition, it provides end-to-end logistics, warehousing and customs clearance; and transportation and logistics solutions. Further, the company offers passenger and commercial vehicles. Super Group Limited was incorporated in 1943 and is headquartered in Sandton, South Africa."
FBR,Food Distribution,https://famousbrands.co.za,8.52,47.09,6.88,89.19,5.6,"Famous Brands Limited, through its subsidiaries, operates as a quick service and casual dining restaurant franchisor in the United Kingdom, South Africa, South African Development Community, the Middle East, and Rest of Africa. It operates through Brands and Supply Chain segments. The company operates franchised and company-owned restaurants under the Leading and Signature brands. It is also involved in the manufacture of meat, serviette, sauces and spices, ice cream, potato products, coffee grounds and beans, cheese, juices; and operation of retail outlets. In addition, it provides manufacturing and logistics services; and retail products, such as dressings and spice condiments, frozen meat products, frozen chips, and other value-added products. The company was formerly known as Steers Holdings Limited and changed its name to Famous Brands Limited in 2004. Famous Brands Limited was incorporated in 1969 and is headquartered in Midrand, South Africa."
